Description A,Judge A,Description B,Judge B,Answer,Chapter,Book,Version
Zippering of the synaptotagmin-complexin-SNARE complex mediates vesicle fusion.,True,Zippering of the synaptotagmin-complexin-SNARE complex inhibits vesicle fusion.,False,Description A,483,PrincipleNeuralScience,1.0
Synaptic depression refers to a decrease in the size of the postsynaptic response to repeated stimulation.,True,Synaptic depression refers to an increase in the size of the postsynaptic response to repeated stimulation.,False,Description A,483,PrincipleNeuralScience,1.0
"During tetanic stimulation, so much Ca2+ flows into the axon terminals that Ca2+ buffering and clearance systems can become saturated.",True,"During tetanic stimulation, so little Ca2+ flows into the axon terminals that they deplete Ca2+ buffering systems.",False,Description A,483,PrincipleNeuralScience,1.0
High-frequency stimulation is called tetanic stimulation and can cause dramatic changes in synaptic strength.,True,Low-frequency stimulation is called tetanic stimulation and can cause dramatic changes in synaptic strength.,False,Description A,483,PrincipleNeuralScience,1.0
The active zone coordinates and regulates the docking and priming of synaptic vesicles.,True,The active zone releases neurotransmitters without regulating docking and priming of synaptic vesicles.,False,Description A,483,PrincipleNeuralScience,1.0
RIM and RIM-BP mediate the recruitment of Ca2+ channels to the active zone.,True,RIM and RIM-BP mediate the recruitment of K+ channels to the active zone.,False,Description A,483,PrincipleNeuralScience,1.0
Synaptic facilitation is the enhancement of transmission with repeated stimulation.,True,Synaptic facilitation is the reduction of transmission with repeated stimulation.,False,Description A,483,PrincipleNeuralScience,1.0
Munc13 and RIM are used to counteract vesicle depletion during high-frequency stimulation.,True,Munc13 and RIM are used to promote vesicle depletion during high-frequency stimulation.,False,Description A,483,PrincipleNeuralScience,1.0
Phosphorylation of RIM by cAMP-dependent protein kinase enhances transmitter release.,True,Phosphorylation of RIM by cAMP-dependent protein kinase inhibits transmitter release.,False,Description A,483,PrincipleNeuralScience,1.0
Synaptic vesicle binding to RIM and Munc13 is essential for priming vesicles for exocytosis.,True,Synaptic vesicle binding to RIM and Munc13 is unnecessary for exocytosis.,False,Description A,483,PrincipleNeuralScience,1.0
Residual Ca2+ enhances synaptic transmission by activating Ca2+-dependent enzymes.,True,Residual Ca2+ diminishes synaptic transmission by deactivating Ca2+-dependent enzymes.,False,Description A,483,PrincipleNeuralScience,1.0
Synaptic plasticity can dramatically and rapidly modulate synaptic effectiveness.,True,"Synaptic plasticity stabilizes synaptic effectiveness, preventing changes.",False,Description A,483,PrincipleNeuralScience,1.0
Axosomatic synaptic actions affect all branches of the postsynaptic neuron’s axon.,True,Axosomatic synaptic actions selectively control individual terminals of the axon.,False,Description A,483,PrincipleNeuralScience,1.0
Long-term potentiation can last for many hours or days.,True,Long-term potentiation can last for a few seconds.,False,Description A,483,PrincipleNeuralScience,1.0
Electrical synaptic transmission is rapid because it results from the direct passage of current between cells.,True,Electrical synaptic transmission is slow because it results from indirect passage of current between cells.,False,Description A,484,PrincipleNeuralScience,1.0
The tail-flip response of goldfish is mediated by a giant neuron in the brain stem known as the Mauthner cell.,True,The tail-flip response of goldfish is mediated by a small neuron in the spinal cord known as the Mauthner cell.,False,Description A,484,PrincipleNeuralScience,1.0
"Gap-junction channels conduct a variety of inorganic cations and anions, including Ca2+, and even moderate-sized organic compounds.",True,"Gap-junction channels conduct only organic compounds and proteins, excluding inorganic cations and anions.",False,Description A,484,PrincipleNeuralScience,1.0
Gap junctions are formed between glial cells as well as between neurons.,True,Gap junctions are only formed between neurons and are not found in glial cells.,False,Description A,484,PrincipleNeuralScience,1.0
Chemical synapses can amplify signals due to the release of neurotransmitter from synaptic vesicles.,True,Chemical synapses cannot amplify signals and rely on direct electrical transmission.,False,Description A,484,PrincipleNeuralScience,1.0
"In chemical synaptic transmission, transmitter is released from synaptic boutons that contain 100 to 200 synaptic vesicles.",True,"In chemical synaptic transmission, transmitter is released from axon terminals that contain only 2 to 5 synaptic vesicles.",False,Description A,484,PrincipleNeuralScience,1.0
"A neurotransmitter binds to receptors in the postsynaptic membrane, leading to the opening or closing of ion channels.",True,"A neurotransmitter binds to receptors in the postsynaptic membrane, leading to the permanent closure of ion channels.",False,Description A,484,PrincipleNeuralScience,1.0
Inherited mutations in connexin can disrupt the function of gap junction channels and cause congenital deafness.,True,Inherited mutations in connexin have no impact on the function of gap junction channels in hearing.,False,Description A,484,PrincipleNeuralScience,1.0
"Chemical synaptic transmission has a property of amplification, allowing one synaptic vesicle to open thousands of ion channels.",True,"Chemical synaptic transmission lacks amplification, with each synaptic vesicle opening only one ion channel.",False,Description A,484,PrincipleNeuralScience,1.0
Gap junctions in the mammalian brain help generate synchronous 40- to 100-Hz gamma oscillations.,True,Gap junctions in the mammalian brain disrupt the generation of synchronous 40- to 100-Hz gamma oscillations.,False,Description A,484,PrincipleNeuralScience,1.0
Electrical synapses transmit metabolic signals between cells through large-diameter pore channels.,False,Electrical synapses allow rapid and synchronous firing of interconnected cells.,True,Description B,484,PrincipleNeuralScience,1.0
Electrical stimulation of neuronal pathways can trigger a rise in intracellular Ca2+ in astrocytes.,True,Electrical stimulation of neuronal pathways completely blocks intracellular signaling in astrocytes.,False,Description A,484,PrincipleNeuralScience,1.0
